pr_number,pr_url,pr_state,comment_type,reviewer,created_at,path,category,body
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,inline_comment,alexandra5000,2026-03-24T20:21:48Z,content/en/blog/2026/otel-php-distro-donation-update.md,editorial-wording,"```suggestion
For teams running PHP `8.1` through `8.4`, this can reduce adoption overhead compared with custom build pipelines.
```
This is probably fine (considering the target audience), but ""adoption friction"" sounds a bit jargon-y to me and we could replace it with something more neutral (could also be something like ""can simplify adoption"")."
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,inline_comment,alexandra5000,2026-03-24T20:24:16Z,content/en/blog/2026/otel-php-distro-donation-update.md,editorial-wording,"I think ""composer-based"" is a more common phrasing."
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,inline_comment,alexandra5000,2026-03-24T20:24:35Z,content/en/blog/2026/otel-php-distro-donation-update.md,editorial-wording,"```suggestion
Before broad production rollout, validate the following:
```"
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,inline_comment,alexandra5000,2026-03-24T20:25:36Z,content/en/blog/2026/otel-php-distro-donation-update.md,editorial-wording,"```suggestion
- Ongoing alignment between upstream OpenTelemetry distro work and vendor distributions built on top of it.
```"
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,inline_comment,alexandra5000,2026-03-24T20:26:50Z,content/en/blog/2026/otel-php-distro-donation-update.md,editorial-wording,"```suggestion
- Report installation and runtime issues in
  [`opentelemetry-php-distro` repository](https://github.com/open-telemetry/opentelemetry-php-distro).
```"
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,review_commented,alexandra5000,2026-03-24T20:28:08Z,,approval-note,"Nice! It's clear and well-structured. I left some comments for your consideration, nothing major so feel free to ignore/apply as you like."
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,issue_comment,svrnm,2026-03-26T09:26:34Z,,process-workflow,"@intuibase the PR is still in draft state, can you make it ""ready for review"" so we can publish it eventually?"
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,issue_comment,otelbot-docs,2026-04-02T10:00:51Z,,bot-status,✅ `fix:format` applied successfully in [run 23894938972](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23894938972).
9435,https://github.com/open-telemetry/opentelemetry.io/pull/9435,closed_unmerged,issue_comment,tiffany76,2026-04-07T16:55:28Z,,process-workflow,"@alexandra5000, we'll need you to sign the CLA before we can move forward with the post as-is. Thanks."
9446,https://github.com/open-telemetry/opentelemetry.io/pull/9446,merged,review_commented,copilot-pull-request-reviewer,2026-03-18T10:56:01Z,,automated-review-summary,"## Pull request overview

This PR is intended to refresh/prune the website link refcache, but the diff shown removes two registry entries under `data/registry/`, which appears unrelated to a refcache refresh and could unintentionally drop items from the registry.

**Changes:**
- Deletes the `instrumentation-python-boto` registry entry.
- Deletes the `collector-processor-datadogsemantics` registry entry.

### Reviewed changes

Copilot reviewed 2 out of 3 changed files in this pull request and generated no comments.

| File | Description |
| ---- | ----------- |
| `data/registry/instrumentation-python-boto.yml` | Removes the registry entry for the Python Boto instrumentation. |
| `data/registry/collector-processor-datadogsemantics.yml` | Removes the registry entry for the Datadog semantics processor component. |


<details>
<summary>Comments suppressed due to low confidence (2)</summary>

**data/registry/instrumentation-python-boto.yml:1**
* This PR is titled/described as a refcache refresh, but this change deletes the entire registry entry for the Python Boto instrumentation. If this deletion is intentional (e.g., upstream instrumentation removed or URL is dead), please update the PR description to call out the registry pruning and ideally link to the upstream removal/404 evidence; otherwise, restore this file so the refcache refresh PR stays scoped to refcache updates.
**data/registry/collector-processor-datadogsemantics.yml:1**
* This PR is titled/described as a refcache refresh, but this change deletes the entire `collector-processor-datadogsemantics` registry entry. If the underlying collector component was removed/renamed upstream, please update the PR description with that rationale (and/or replace this entry with the new canonical one). If it still exists, this file should not be deleted as part of a refcache refresh.
</details>



---

You can also share your feedback on Copilot code review. [Take the survey](https://www.surveymonkey.com/r/XP6L3XJ)."
9486,https://github.com/open-telemetry/opentelemetry.io/pull/9486,closed_unmerged,issue_comment,vitorvasc,2026-03-24T08:52:04Z,,process-workflow,"Thanks!

I see the checks are failing due to the branch name. Could you please take a look at that and open a new PR using a branch name other than `main`?"
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,issue_comment,otelbot-docs,2026-03-24T11:00:21Z,,bot-status,✅ `fix:refcache` applied successfully in [run 23485728615](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23485728615).
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,inline_comment,vitorvasc,2026-03-24T12:45:55Z,data/registry/instrumentation-php-symfony-traceway.yml,spelling-cspell,"```suggestion
# cSpell:ignore Traceway
title: Traceway OpenTelemetry Symfony Bundle
```"
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,issue_comment,vitorvasc,2026-03-24T12:46:07Z,,ci-fix-command,/fix:format
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,issue_comment,otelbot-docs,2026-03-24T12:48:37Z,,bot-status,✅ `fix:format` applied successfully in [run 23490126281](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23490126281).
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,inline_comment,vitorvasc,2026-03-24T14:50:09Z,data/registry/instrumentation-php-symfony-traceway.yml,spelling-cspell,"```suggestion
# cSpell:ignore Traceway traceway
```"
9488,https://github.com/open-telemetry/opentelemetry.io/pull/9488,merged,review_approved,vitorvasc,2026-03-24T14:58:08Z,,approval-note,Thanks!
9496,https://github.com/open-telemetry/opentelemetry.io/pull/9496,merged,issue_comment,vitorvasc,2026-03-25T14:20:12Z,,ci-fix-command,/fix:refcache
9496,https://github.com/open-telemetry/opentelemetry.io/pull/9496,merged,issue_comment,otelbot-docs,2026-03-25T14:28:25Z,,bot-status,✅ `fix:refcache` applied successfully in [run 23545869378](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23545869378).
9498,https://github.com/open-telemetry/opentelemetry.io/pull/9498,merged,review_commented,copilot-pull-request-reviewer,2026-04-09T18:29:42Z,,automated-review-summary,"## Pull request overview

This PR is titled/described as a refcache refresh, but the diff provided shows a registry entry removal instead of updates to `static/refcache.json`.

**Changes:**
- Removes the `data/registry/instrumentation-js-fastify.yml` entry (previously listing `@opentelemetry/instrumentation-fastify`).


<details>
<summary>Comments suppressed due to low confidence (1)</summary>

**data/registry/instrumentation-js-fastify.yml:1**
* This PR is titled/described as a refcache refresh, but it deletes the `instrumentation-js-fastify` registry entry (for `@opentelemetry/instrumentation-fastify`) without adding a replacement. If this deletion is intentional (e.g., deprecating that package in favor of `@fastify/otel`), please update the PR description accordingly; otherwise, restore the registry YAML so the instrumentation remains listed.
</details>"
9499,https://github.com/open-telemetry/opentelemetry.io/pull/9499,merged,issue_comment,vitorvasc,2026-03-26T10:24:33Z,,ci-fix-command,/fix:refcache
9499,https://github.com/open-telemetry/opentelemetry.io/pull/9499,merged,issue_comment,otelbot-docs,2026-03-26T10:32:27Z,,bot-status,✅ `fix:refcache` applied successfully in [run 23589364637](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23589364637).
9499,https://github.com/open-telemetry/opentelemetry.io/pull/9499,merged,inline_comment,vitorvasc,2026-03-26T16:02:59Z,data/registry/collector-exporter-exportercreator.yml,registry-metadata,"```suggestion
title: Exporter Creator
registryType: exporter
language: collector
tags:
  - exporter
  - dynamic
urls:
  repo: https://github.com/stuart23/exportercreator
license: Apache 2.0
description:
  A collector plugin that dynamically creates exporters at runtime based on
  observed endpoints.
authors:
  - name: Stuart Buckingham
    url: https://github.com/stuart23
createdAt: '2026-03-25'
isNative: false
isFirstParty: false
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,review_commented,copilot-pull-request-reviewer,2026-03-26T17:03:48Z,,automated-review-summary,"## Pull request overview

Adds missing OpenTelemetry Registry entries for components present in upstream Collector and language contrib repositories, and updates tooling/schema to recognize a new Collector “connector” registry type.

**Changes:**
- Added `connector` to the registry schema’s `registryType` enum.
- Updated `registry-scanner` to scan Collector connectors in addition to existing component types.
- Added many new `data/registry/*.yml` entries for Collector components and language contrib components.

### Reviewed changes

Copilot reviewed 93 out of 93 changed files in this pull request and generated 1 comment.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| scripts/registry-scanner/index.mjs | Extends Collector scanning to include connectors. |
| data/registry-schema.json | Adds `connector` as an allowed `registryType`. |
| data/registry/tools-js-sampler-aws-xray.yml | Adds JS utilities registry entry for AWS X-Ray sampler. |
| data/registry/tools-js-propagator-ot-trace.yml | Adds JS utilities registry entry for OT trace propagator. |
| data/registry/tools-js-propagator-instana.yml | Adds JS utilities registry entry for Instana propagator. |
| data/registry/tools-js-propagator-aws-xray.yml | Adds JS utilities registry entry for AWS X-Ray propagator. |
| data/registry/tools-js-propagator-aws-xray-lambda.yml | Adds JS utilities registry entry for AWS X-Ray Lambda propagator. |
| data/registry/tools-js-id-generator-aws-xray.yml | Adds JS utilities registry entry for AWS X-Ray ID generator. |
| data/registry/tools-js-baggage-span-processor.yml | Adds JS utilities registry entry for baggage span processor. |
| data/registry/tools-js-baggage-log-record-processor.yml | Adds JS utilities registry entry for baggage log record processor. |
| data/registry/instrumentation-ruby-net-ldap.yml | Adds Ruby instrumentation registry entry for net-ldap. |
| data/registry/instrumentation-ruby-grpc.yml | Adds Ruby instrumentation registry entry for grpc. |
| data/registry/instrumentation-ruby-factory-bot.yml | Adds Ruby instrumentation registry entry for factory_bot. |
| data/registry/instrumentation-ruby-anthropic.yml | Adds Ruby instrumentation registry entry for anthropic. |
| data/registry/instrumentation-ruby-active-storage.yml | Adds Ruby instrumentation registry entry for active_storage. |
| data/registry/instrumentation-python-pymssql.yml | Adds Python instrumentation registry entry for pymssql. |
| data/registry/instrumentation-python-click.yml | Adds Python instrumentation registry entry for click. |
| data/registry/instrumentation-python-asyncclick.yml | Adds Python instrumentation registry entry for asyncclick. |
| data/registry/instrumentation-php-reactphp.yml | Adds PHP instrumentation registry entry for ReactPHP. |
| data/registry/instrumentation-php-postgresql.yml | Adds PHP instrumentation registry entry for PostgreSQL. |
| data/registry/instrumentation-php-mysqli.yml | Adds PHP instrumentation registry entry for MySqli. |
| data/registry/instrumentation-php-httpconfig.yml | Adds PHP instrumentation registry entry for HttpConfig. |
| data/registry/instrumentation-php-doctrine.yml | Adds PHP instrumentation registry entry for Doctrine. |
| data/registry/instrumentation-php-awssdk.yml | Adds PHP instrumentation registry entry for AwsSdk. |
| data/registry/instrumentation-js-web-exception.yml | Adds JS instrumentation registry entry for web-exception. |
| data/registry/instrumentation-js-host-metrics.yml | Adds JS instrumentation registry entry for host-metrics. |
| data/registry/instrumentation-js-browser-navigation.yml | Adds JS instrumentation registry entry for browser-navigation. |
| data/registry/instrumentation-java-openai.yml | Adds Java instrumentation registry entry for OpenAI. |
| data/registry/instrumentation-java-nats.yml | Adds Java instrumentation registry entry for NATS. |
| data/registry/instrumentation-java-jfinal.yml | Adds Java instrumentation registry entry for JFinal. |
| data/registry/instrumentation-java-iceberg.yml | Adds Java instrumentation registry entry for Apache Iceberg. |
| data/registry/instrumentation-java-helidon.yml | Adds Java instrumentation registry entry for Helidon. |
| data/registry/instrumentation-java-failsafe.yml | Adds Java instrumentation registry entry for Failsafe. |
| data/registry/instrumentation-java-clickhouse.yml | Adds Java instrumentation registry entry for ClickHouse. |
| data/registry/instrumentation-java-avajejex.yml | Adds Java instrumentation registry entry for Avaje Jex. |
| data/registry/instrumentation-java-apacheelasticjob.yml | Adds Java instrumentation registry entry for Apache ElasticJob. |
| data/registry/instrumentation-java-activejhttp.yml | Adds Java instrumentation registry entry for ActiveJ HTTP. |
| data/registry/instrumentation-erlang-commanded.yml | Adds Erlang instrumentation registry entry for commanded. |
| data/registry/instrumentation-dotnet-servicefabricremoting.yml | Adds .NET instrumentation registry entry for ServiceFabricRemoting. |
| data/registry/instrumentation-dotnet-remoting.yml | Adds .NET instrumentation registry entry for Remoting. |
| data/registry/exporter-python-richconsole.yml | Adds Python exporter registry entry for richconsole. |
| data/registry/exporter-python-prometheus-remote-write.yml | Adds Python exporter registry entry for Prometheus remote write. |
| data/registry/exporter-python-credential-provider-gcp.yml | Adds Python exporter registry entry for GCP credential provider. |
| data/registry/collector-receiver-yanggrpc.yml | Adds Collector receiver registry entry for yanggrpc. |
| data/registry/collector-receiver-vcr.yml | Adds Collector receiver registry entry for vcr. |
| data/registry/collector-receiver-redfish.yml | Adds Collector receiver registry entry for redfish. |
| data/registry/collector-receiver-macosunifiedlogging.yml | Adds Collector receiver registry entry for macosunifiedlogging. |
| data/registry/collector-receiver-k8slog.yml | Adds Collector receiver registry entry for k8slog. |
| data/registry/collector-receiver-icmpcheck.yml | Adds Collector receiver registry entry for icmpcheck. |
| data/registry/collector-receiver-googlecloudpubsubpush.yml | Adds Collector receiver registry entry for googlecloudpubsubpush. |
| data/registry/collector-receiver-ciscoos.yml | Adds Collector receiver registry entry for ciscoos. |
| data/registry/collector-receiver-awslambda.yml | Adds Collector receiver registry entry for awslambda. |
| data/registry/collector-processor-unroll.yml | Adds Collector processor registry entry for unroll. |
| data/registry/collector-processor-lookup.yml | Adds Collector processor registry entry for lookup. |
| data/registry/collector-processor-datadogsemantics.yml | Adds Collector processor registry entry for datadogsemantics. |
| data/registry/collector-extension-zipkinencoding.yml | Adds Collector extension registry entry for zipkinencoding. |
| data/registry/collector-extension-textencoding.yml | Adds Collector extension registry entry for textencoding. |
| data/registry/collector-extension-skywalkingencoding.yml | Adds Collector extension registry entry for skywalkingencoding. |
| data/registry/collector-extension-redisstorage.yml | Adds Collector extension registry entry for redisstorage. |
| data/registry/collector-extension-otlpencoding.yml | Adds Collector extension registry entry for otlpencoding. |
| data/registry/collector-extension-kafkatopicsobserver.yml | Adds Collector extension registry entry for kafkatopicsobserver. |
| data/registry/collector-extension-k8sobserver.yml | Adds Collector extension registry entry for k8sobserver. |
| data/registry/collector-extension-k8sleaderelector.yml | Adds Collector extension registry entry for k8sleaderelector. |
| data/registry/collector-extension-jsonlogencoding.yml | Adds Collector extension registry entry for jsonlogencoding. |
| data/registry/collector-extension-jaegerencoding.yml | Adds Collector extension registry entry for jaegerencoding. |
| data/registry/collector-extension-hostobserver.yml | Adds Collector extension registry entry for hostobserver. |
| data/registry/collector-extension-googlecloudlogentryencoding.yml | Adds Collector extension registry entry for googlecloudlogentryencoding. |
| data/registry/collector-extension-filestorage.yml | Adds Collector extension registry entry for filestorage. |
| data/registry/collector-extension-ecsobserver.yml | Adds Collector extension registry entry for ecsobserver. |
| data/registry/collector-extension-dockerobserver.yml | Adds Collector extension registry entry for dockerobserver. |
| data/registry/collector-extension-dbstorage.yml | Adds Collector extension registry entry for dbstorage. |
| data/registry/collector-extension-cfgardenobserver.yml | Adds Collector extension registry entry for cfgardenobserver. |
| data/registry/collector-extension-azureencoding.yml | Adds Collector extension registry entry for azureencoding. |
| data/registry/collector-extension-awsproxy.yml | Adds Collector extension registry entry for awsproxy. |
| data/registry/collector-extension-awslogsencoding.yml | Adds Collector extension registry entry for awslogsencoding. |
| data/registry/collector-extension-awscloudwatchmetricstreamsencoding.yml | Adds Collector extension registry entry for awscloudwatchmetricstreamsencoding. |
| data/registry/collector-extension-avrologencoding.yml | Adds Collector extension registry entry for avrologencoding. |
| data/registry/collector-exporter-sapm.yml | Adds Collector exporter registry entry for sapm. |
| data/registry/collector-exporter-googlecloudstorage.yml | Adds Collector exporter registry entry for googlecloudstorage. |
| data/registry/collector-connector-sum.yml | Adds Collector connector registry entry for sum. |
| data/registry/collector-connector-spanmetrics.yml | Adds Collector connector registry entry for spanmetrics. |
| data/registry/collector-connector-slowsql.yml | Adds Collector connector registry entry for slowsql. |
| data/registry/collector-connector-signaltometrics.yml | Adds Collector connector registry entry for signaltometrics. |
| data/registry/collector-connector-servicegraph.yml | Adds Collector connector registry entry for servicegraph. |
| data/registry/collector-connector-routing.yml | Adds Collector connector registry entry for routing. |
| data/registry/collector-connector-roundrobin.yml | Adds Collector connector registry entry for roundrobin. |
| data/registry/collector-connector-otlpjson.yml | Adds Collector connector registry entry for otlpjson. |
| data/registry/collector-connector-metricsaslogs.yml | Adds Collector connector registry entry for metricsaslogs. |
| data/registry/collector-connector-grafanacloud.yml | Adds Collector connector registry entry for grafanacloud. |
| data/registry/collector-connector-forward.yml | Adds Collector connector registry entry for forward. |
| data/registry/collector-connector-failover.yml | Adds Collector connector registry entry for failover. |
| data/registry/collector-connector-exceptions.yml | Adds Collector connector registry entry for exceptions. |
| data/registry/collector-connector-count.yml | Adds Collector connector registry entry for count. |
</details>



<details>
<summary>Comments suppressed due to low confidence (5)</summary>

**scripts/registry-scanner/index.mjs:1**
* Using `Array.prototype.forEach` with an `async` callback does not await the resulting promises. If `scanCollectorComponent` is async (as implied), the scanner can exit before scans complete and/or drop errors. Prefer `await Promise.all([...].map(...))` or a `for...of` loop with `await` to ensure deterministic completion and proper error propagation.
**data/registry/tools-js-propagator-ot-trace.yml:1**
* The `description` is clearly truncated/incomplete, which will surface as broken text in registry consumers. Please replace with a complete, standalone sentence/summary (and consider updating the generation step to avoid cutting off descriptions mid-sentence across the new entries).
**data/registry/instrumentation-dotnet-remoting.yml:1**
* This description appears truncated mid-markdown/link, which will render poorly and reads as incomplete. Please replace it with a complete summary (ideally plain text without an unfinished markdown fragment).
**data/registry/instrumentation-js-host-metrics.yml:1**
* Many newly added entries point to repositories under the `open-telemetry` GitHub organization but are marked `isFirstParty: false`. If `isFirstParty` is intended to represent OpenTelemetry-maintained/official projects, these should likely be `true` (or omitted if the schema defines a default). Please align `isFirstParty` values with the project’s definition and existing registry entries for official OpenTelemetry repos.
**data/registry/collector-processor-datadogsemantics.yml:1**
* The title reads like a concatenated identifier rather than a user-facing name. Consider using consistent spacing/capitalization (e.g., “Datadog Semantics Processor”) to match how other registry titles are presented to users.
</details>"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-03-26T17:03:48Z,data/registry/collector-extension-googlecloudlogentryencoding.yml,spelling-cspell,"Correct spelling of 'unmarshall' to 'unmarshal'.
```suggestion
description: This extension can be used to unmarshal a [Cloud Logging LogEntry](https://cloud.google.com/logging/docs/reference/v2/rest/v2/LogEntry) message type.
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,issue_comment,otelbot-docs,2026-03-26T17:20:35Z,,bot-status,✅ `fix:refcache` applied successfully in [run 23607170013](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23607170013).
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,jaydeluca,2026-04-02T11:31:18Z,data/registry/instrumentation-java-apacheelasticjob.yml,registry-metadata,"```suggestion
title: Apache ElasticJob instrumentation
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:35Z,data/registry/collector-extension-azureencoding.yml,broken-link,"The Markdown link in the description is malformed: the URL is truncated (contains ""...""), and the closing "")"" is missing. This will render incorrectly and may fail markdown/link checks. Please replace it with the full Azure Diagnostic Settings Export URL and ensure the link is properly closed.
```suggestion
  Export](https://learn.microsoft.com/en-us/azure/azure-monitor/essentials/diagnostic-settings?tabs=portal)
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:35Z,data/registry/collector-connector-exceptions.yml,broken-link,"These descriptions link to `exceptions-spans.md/` (note the trailing slash after `.md`). This is an incorrect GitHub URL and may redirect or break link checking. Please remove the trailing slash so the link points directly to the Markdown file.
```suggestion
  exceptions](https://github.com/open-telemetry/semantic-conventions/blob/main/docs/exceptions/exceptions-spans.md)
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:35Z,data/registry/collector-connector-slowsql.yml,broken-link,"These descriptions link to `exceptions-spans.md/` (note the trailing slash after `.md`). This is an incorrect GitHub URL and may redirect or break link checking. Please remove the trailing slash so the link points directly to the Markdown file.
```suggestion
  statement](https://github.com/open-telemetry/semantic-conventions/blob/main/docs/exceptions/exceptions-spans.md)
```"
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:36Z,data/registry/tools-js-propagator-ot-trace.yml,description-quality,"The description is an incomplete sentence (ends with ""In order to.""). Since this is user-facing registry content, please replace it with a complete, meaningful one-line description of what the propagator does."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:36Z,data/registry/instrumentation-js-host-metrics.yml,description-quality,"The description appears truncated (ends with ""metrics for:.""). Please update it to a complete sentence (and remove the stray "":.""), so the registry entry renders cleanly."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:36Z,data/registry/instrumentation-js-browser-navigation.yml,description-quality,"The description appears truncated (ends with ""represent:.""). Please update it to a complete sentence (and remove the stray "":.""), so the registry entry renders cleanly."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:36Z,data/registry/tools-js-id-generator-aws-xray.yml,description-quality,"The description is truncated/incomplete (ends with ""start time of the.""). Please replace it with a complete sentence describing how the ID generator formats trace IDs for X-Ray."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:36Z,data/registry/instrumentation-dotnet-servicefabricremoting.yml,description-quality,"The description text has stray punctuation and reads incomplete (""This is an Instrumentation Library,.""). Please replace it with a complete description of what the ServiceFabricRemoting instrumentation captures/does."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,review_commented,copilot-pull-request-reviewer,2026-04-02T11:40:37Z,,automated-review-summary,"## Pull request overview

Copilot reviewed 90 out of 90 changed files in this pull request and generated 11 comments."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:37Z,scripts/registry-scanner/index.mjs,code-quality,"`Array.forEach(async ...)` does not await the async callbacks. Here that means collector scans (now including connectors) run without any awaiting/coordination, which can lead to unhandled errors and makes completion timing nondeterministic. Consider returning/awaiting a `Promise.all([...].map(scanCollectorComponent))` or using a `for...of` loop with `await` for predictable execution (and to better control GitHub API usage)."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:37Z,data/registry/collector-extension-awslogsencoding.yml,spelling-cspell,"Spelling: ""unmarshalls"" is being introduced and added to `cSpell:ignore`. Please change it to ""unmarshals"" (in the description) and remove the cSpell ignore for the misspelling."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,inline_comment,copilot-pull-request-reviewer,2026-04-02T11:40:37Z,data/registry/collector-extension-awscloudwatchmetricstreamsencoding.yml,spelling-cspell,"Spelling: ""unmarshalls"" is being introduced and added to `cSpell:ignore`. Please change it to ""unmarshals"" (in the description) and remove the cSpell ignore for the misspelling."
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,issue_comment,otelbot-docs,2026-04-02T12:32:54Z,,bot-status,✅ `fix:refcache` applied successfully in [run 23900232763](https://github.com/open-telemetry/opentelemetry.io/actions/runs/23900232763).
9508,https://github.com/open-telemetry/opentelemetry.io/pull/9508,merged,review_commented,chalin,2026-04-02T19:50:12Z,,rendering-issue,"Hmm, somehow this PR caused ~100 of blank lines to be added to the generated HTML:

<img width=""1078"" height=""1442"" alt=""Image"" src=""https://github.com/user-attachments/assets/8a74815e-6399-4573-8452-e05ac0bb07ef"" />

I can't see any changes made here that would explain that, so the extra padding must be added by the original template. Taking note so we can examine that later."
9579,https://github.com/open-telemetry/opentelemetry.io/pull/9579,merged,issue_comment,otelbot-docs,2026-04-06T13:55:01Z,,bot-status,✅ `fix:refcache` applied successfully in [run 24034314102](https://github.com/open-telemetry/opentelemetry.io/actions/runs/24034314102).
9593,https://github.com/open-telemetry/opentelemetry.io/pull/9593,closed_unmerged,inline_comment,copilot-pull-request-reviewer,2026-04-07T03:53:14Z,data/registry/extension-java-auth-gcp.yml,editorial-wording,"The phrase ""for both auto and manual instrumentation setups"" is grammatically ambiguous because ""auto"" is missing its noun. Consider changing this to ""automatic and manual instrumentation setups"" or ""auto instrumentation and manual instrumentation setups"" for clarity."
9593,https://github.com/open-telemetry/opentelemetry.io/pull/9593,closed_unmerged,inline_comment,copilot-pull-request-reviewer,2026-04-07T03:53:15Z,content/en/docs/concepts/components.md,doc-content-accuracy,"The top-level component list now nests ""Auto Instrumentation"" under ""Manual Instrumentation"", which implies auto instrumentation is a subset of manual instrumentation. To avoid a misleading hierarchy, consider renaming the parent section to something neutral (e.g., ""Language APIs & SDKs"" / ""Language SDKs"") or splitting manual vs auto into sibling sections.
```suggestion
  - [Resource Detectors](#resource-detectors)
  - [Cross Service Propagators](#cross-service-propagators)
  - [Samplers](#samplers)
- [Auto Instrumentation](#auto-instrumentation)
```"
9593,https://github.com/open-telemetry/opentelemetry.io/pull/9593,closed_unmerged,inline_comment,copilot-pull-request-reviewer,2026-04-07T03:53:15Z,content/zh/docs/concepts/components.md,doc-content-accuracy,这里的组件列表把“自动插桩”放在“手动插桩”之下，容易让读者误解为自动插桩是手动插桩的子集。建议将父级标题改为更中性的名称（例如“语言 API & SDK 实现”），或将手动/自动插桩拆分为同级章节以避免层级含义错误。
9593,https://github.com/open-telemetry/opentelemetry.io/pull/9593,closed_unmerged,inline_comment,copilot-pull-request-reviewer,2026-04-07T03:53:15Z,content/en/docs/languages/java/instrumentation.md,doc-content-accuracy,"This section renames the categories to ""Auto:"" but the subsequent section headings and prose still use ""Zero-code"" (e.g., ""### Zero-code: Java agent"" and ""a form of zero-code""). For consistency and to avoid confusing readers, update the later headings/text to match the new ""Auto"" terminology (or keep ""Zero-code"" consistently throughout)."
9593,https://github.com/open-telemetry/opentelemetry.io/pull/9593,closed_unmerged,inline_comment,copilot-pull-request-reviewer,2026-04-07T03:53:15Z,content/en/docs/contributing/sig-practices.md,editorial-wording,"""auto instrumentations"" is awkward here since ""instrumentation"" is typically uncountable in this context. Consider rephrasing to ""auto instrumentation"" / ""auto-instrumentation"" or ""auto-instrumentation projects"" to improve readability.
```suggestion
- PRs that auto-update the versions of SDKs, auto-instrumentation projects, or
  the collector can be approved and merged except the corresponding SIG signals
  that merging should be postponed.
```"
